,source_cell_idx,receptor_cell_idx,likelihood,ligand_recptor,source_cell_type,target_cell_type,cell_pairs
3936,200,122,0.0113020509978491,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3943,200,139,0.011932755233305,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
3945,200,147,0.1133184075132417,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
3950,200,169,0.0135082585180764,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3953,200,196,0.1057371295990534,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
3955,200,204,0.0848236576710435,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
3956,200,205,0.1340572797121168,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
3964,200,236,0.0584609006655941,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4000,203,156,0.0705313538091961,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4050,204,142,0.0131554972480721,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4057,204,186,0.1674508772203616,Jag1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
4063,204,207,0.0159748050628341,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4064,204,217,0.0405902912594994,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4065,204,221,0.1279984019870871,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4066,204,230,0.1800845176491037,Jag1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
4067,204,232,0.0381857339647022,Jag1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
4069,204,235,0.0203716595314317,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4070,204,236,0.0581615342856651,Jag1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
4075,204,259,0.0952857874686412,Jag1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
4076,204,270,0.059525996751708,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4077,204,272,0.0287317752364516,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4078,204,291,0.0376682399316071,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4116,205,207,0.0477915916346651,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4117,205,217,0.1167960449505156,Jag1_Notch1,SEC,Erythroid,SEC_Erythroid
4123,205,236,0.0345076883996753,Jag1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
4159,206,156,0.0574596809005417,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4217,209,189,0.052037015115153,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4218,209,196,0.0100978577324906,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4220,209,204,0.0575645932420387,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4221,209,205,0.0777145424187379,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4222,209,207,0.1028633329014271,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4223,209,217,0.0208430586603064,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4231,209,247,0.1176322307449681,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4236,209,272,0.025828354013392,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4238,209,292,0.0298051365133826,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4274,212,205,0.074542970852261,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4282,212,236,0.0262060801010849,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4285,212,249,0.0336811492274598,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4286,212,255,0.0274715816968039,Jag1_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
4318,213,156,0.0308750335573427,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4325,213,203,0.0414844851066697,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4379,215,204,0.1138831397811878,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4424,216,156,0.0457200849323412,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4486,217,205,0.074459477406039,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4494,217,236,0.0216538525311655,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4538,219,204,0.0252078600628112,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4539,219,205,0.0661794343932362,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4583,220,156,0.0112876973962782,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4591,220,204,0.049232990790679,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4636,222,156,0.0156519882520533,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4650,222,232,0.0424395413604772,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4698,223,205,0.0352724820282445,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4706,223,236,0.0191771383985015,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4709,223,249,0.1081837987862962,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4710,223,255,0.0809128322301571,Jag1_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
4740,230,147,0.0687275356048428,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4750,230,204,0.1944769817897443,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4751,230,205,0.0368298957112533,Jag1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
4754,230,221,0.0802360233864287,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4765,230,270,0.0234624150602416,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
4803,234,204,0.0389520427222733,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4812,234,236,0.0110694434423696,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4856,237,204,0.0179962487898792,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4857,237,205,0.0270048225337179,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4865,237,236,0.1819707344943164,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4901,241,156,0.0195046875630048,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
4916,241,233,0.0171114703015785,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
4973,249,247,0.0263670162453087,Jag1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5015,252,204,0.043146236846463,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
5021,252,232,0.0260775179966535,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5022,252,233,0.0218457437621403,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5068,253,204,0.0674441143648192,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
5069,253,205,0.0242376748701924,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
5077,253,236,0.0735809388622962,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5082,253,259,0.0170946451383263,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5130,257,236,0.0179687727030353,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5174,261,204,0.055097966217604,Jag1_Notch1,Erythroid,SEC,Erythroid_SEC
5180,261,232,0.022345571449932,Jag1_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
13,5,79,0.0129911848941704,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
74,10,55,0.0123038655353663,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
204,19,20,0.1241186865781246,Jag1_Notch2,Hepatocyte,Erythroid,Hepatocyte_Erythroid
278,20,55,0.0669396754645261,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
285,20,79,0.0427949730310706,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
341,27,40,0.1452358484411458,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
348,27,63,0.0130847047511227,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
355,27,85,0.0203542884674733,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
416,30,63,0.0213715736317741,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
480,36,52,0.0198587340695717,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
481,36,54,0.0110773179341712,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
482,36,55,0.0232254626151407,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
484,36,63,0.0582853046578944,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
486,36,73,0.0127644623690493,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
487,36,75,0.0201820521862973,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
488,36,76,0.0186685476637798,Jag1_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
489,36,79,0.1501213952402532,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
494,36,94,0.0157324997416321,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
500,36,108,0.1449740183549706,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
557,39,79,0.0281278461231797,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
568,39,108,0.0149161354378503,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
617,44,54,0.1703653537942696,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
618,44,55,0.1689966466383778,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
622,44,73,0.0441403862464269,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
624,44,76,0.1072741667088575,Jag1_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
625,44,79,0.1236632007391608,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
626,44,81,0.0303752282743916,Jag1_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
636,44,108,0.1186511628892635,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
685,45,54,0.0235648381624162,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
686,45,55,0.0111245996477543,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
693,45,79,0.0965440153843516,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
704,45,108,0.0654112160378538,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
754,48,55,0.0683715875170753,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
817,49,40,0.0250829176540588,Jag1_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
831,49,85,0.0165317776269754,Jag1_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
897,50,79,0.0249066075055174,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
908,50,108,0.0205815688876293,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
956,51,52,0.0227933609058095,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
976,51,108,0.0110284046657735,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1035,52,85,0.0369018767150542,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1088,55,20,0.0458715172862041,Jag1_Notch2,Hepatocyte,Erythroid,Hepatocyte_Erythroid
1169,57,79,0.1141203252726861,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1180,57,108,0.0830162975731065,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1224,59,20,0.0100433973450151,Jag1_Notch2,SEC,Erythroid,SEC_Erythroid
1296,60,52,0.0567264462921283,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1300,60,63,0.0694705066954047,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1303,60,75,0.1253204354797194,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1305,60,79,0.0737505348036508,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1307,60,85,0.0296052358848442,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
1308,60,86,0.0128618772891332,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
1310,60,94,0.0197590897307617,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1316,60,108,0.0803896761469036,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1375,63,85,0.0641738233971839,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1428,64,20,0.0238499083254855,Jag1_Notch2,SEC,Erythroid,SEC_Erythroid
1434,64,55,0.0161846229164136,Jag1_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
1435,64,62,0.046320323083544,Jag1_Notch2,SEC,Erythroid,SEC_Erythroid
1440,64,76,0.0322773535000622,Jag1_Notch2,SEC,Erythroid,SEC_Erythroid
1441,64,79,0.011401952194622,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1454,64,116,0.0442019801505333,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1455,64,117,0.0178374499646417,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1457,64,122,0.0147701436536633,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1496,65,20,0.221004880572708,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1498,65,44,0.1434351152047465,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1499,65,50,0.0224961036465701,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1501,65,54,0.0592879919651438,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1502,65,55,0.1222462064445297,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1503,65,62,0.0950342204077828,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1506,65,73,0.0694052974122666,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1508,65,76,0.200375557303327,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1510,65,81,0.1278654637935299,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1522,65,116,0.0565605013808525,Jag1_Notch2,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
1524,65,119,0.0457360290653591,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1525,65,122,0.0354363273151992,Jag1_Notch2,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
1568,68,52,0.0173598104862705,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1572,68,63,0.0390952411194776,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1579,68,85,0.0112212414285178,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
1645,69,79,0.0874814058520852,Jag1_Notch2,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
1656,69,108,0.0271125718193381,Jag1_Notch2,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
1715,72,85,0.282632679305775,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1717,72,91,0.0102586197230232,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1720,72,100,0.0204727067105471,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1722,72,105,0.0128814009234301,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1771,75,50,0.0455376806270567,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1783,75,85,0.0378880993614635,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1784,75,86,0.0982744960199121,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1836,76,20,0.0727288236644504,Jag1_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
1842,76,55,0.0617307942499796,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
1843,76,62,0.0297750540969693,Jag1_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
1849,76,79,0.0798921532879142,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1860,76,108,0.0865275486671403,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1862,76,116,0.0445809595826547,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1863,76,117,0.0147801637179447,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1865,76,122,0.016930043918455,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1919,78,85,0.1700236952638344,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1921,78,91,0.1401197507124158,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1927,78,107,0.041464324218986,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1982,79,73,0.0408090085292683,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
2055,80,85,0.2275189483118803,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
2060,80,100,0.0253427011018411,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2062,80,105,0.0761827873392056,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2121,81,79,0.0587018335892237,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2132,81,108,0.0406986048454663,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2184,82,63,0.0104932276680987,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2191,82,85,0.0266997037051304,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
2194,82,94,0.0233830722715556,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2200,82,108,0.0170109590129972,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2257,86,79,0.0325892411103143,Jag1_Notch2,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
2268,86,108,0.080097619133482,Jag1_Notch2,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
2324,96,76,0.0110206555161185,Jag1_Notch2,SEC,Erythroid,SEC_Erythroid
2333,96,103,0.1393559352541492,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
2338,96,116,0.1158195423111246,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
2339,96,117,0.1196638172854525,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
2341,96,122,0.0817283696370451,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
2345,96,142,0.0200728374962354,Jag1_Notch2,SEC,Erythroid,SEC_Erythroid
2393,102,79,0.0245996513045086,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2404,102,108,0.0637301912636296,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2456,105,63,0.0746987367362401,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2457,105,72,0.0483550421252517,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2461,105,79,0.0426911063110133,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2463,105,85,0.0726959961415679,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
2464,105,86,0.02248130671115,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
2466,105,94,0.2051890646069961,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2467,105,98,0.0113691274537976,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2472,105,108,0.0795792165699969,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2473,105,110,0.0150888267156702,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2478,105,127,0.1152565206861187,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2484,105,156,0.0282249680721248,Jag1_Notch2,Erythroid,SEC,Erythroid_SEC
2486,105,174,0.0438493659831597,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2549,106,142,0.0635619835161379,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2599,110,85,0.1521028269307504,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
2601,110,91,0.0594070728683743,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
2604,110,100,0.1443210978215305,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2606,110,105,0.0304656575812317,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2607,110,107,0.0786219800403657,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
2619,110,155,0.0112697684204986,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2620,110,156,0.0277154683684351,Jag1_Notch2,Erythroidpro,SEC,Erythroidpro_SEC
2622,110,174,0.0768093985034712,Jag1_Notch2,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
2667,111,85,0.0236748569592756,Jag1_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
2671,111,98,0.0264300161869948,Jag1_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
2675,111,107,0.0104175796920527,Jag1_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
2728,113,63,0.0362392193647825,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2729,113,72,0.0301255034511725,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2733,113,79,0.0205205677144262,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2735,113,85,0.0693788062488924,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
2738,113,94,0.1129731444691777,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2739,113,98,0.0617181736902835,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2744,113,108,0.0462142151958278,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2745,113,110,0.1222675240225669,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2750,113,127,0.1605458851380365,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2752,113,136,0.032217559320389,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2756,113,156,0.0335102478703124,Jag1_Notch2,Erythroid,SEC,Erythroid_SEC
2758,113,174,0.0549198777732298,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2765,113,201,0.0249882993530537,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2821,117,142,0.0102688048841836,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2862,119,55,0.0154633676623224,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
2868,119,76,0.0699871618592731,Jag1_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
2869,119,79,0.071651101205533,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2870,119,81,0.0130030637549118,Jag1_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
2877,119,103,0.0219142691893601,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2880,119,108,0.1131425393237284,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2882,119,116,0.1954448786244075,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2883,119,117,0.1114320614265277,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2885,119,122,0.1284111840719571,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2887,119,130,0.0196513819696929,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2890,119,147,0.0454415072728711,Jag1_Notch2,Erythroid,SEC,Erythroid_SEC
2939,125,85,0.0797225371125031,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
2962,125,174,0.0617819675711842,Jag1_Notch2,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
3007,127,85,0.0336090633894564,Jag1_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
3030,127,174,0.0168489037067691,Jag1_Notch2,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
3093,130,142,0.0244215977748752,Jag1_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
3143,131,85,0.0156738184936822,Jag1_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
3220,133,108,0.0310914844691156,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3226,133,127,0.0633898624548675,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3228,133,136,0.0205653009076083,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3232,133,156,0.1129790504449167,Jag1_Notch2,Erythroid,SEC,Erythroid_SEC
3234,133,174,0.0581098261168778,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3241,133,201,0.0137436040272751,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3248,133,216,0.0108395496876298,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3294,135,127,0.0105561569805509,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3302,135,174,0.037173586132466,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3368,136,156,0.0197410729739176,Jag1_Notch2,Erythroidpro,SEC,Erythroidpro_SEC
3370,136,174,0.0521485506635242,Jag1_Notch2,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
3413,137,79,0.020175169904765,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3424,137,108,0.0701919968221208,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3426,137,116,0.0245034524103324,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3429,137,122,0.0102540250492909,Jag1_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3434,137,147,0.0551603570717485,Jag1_Notch2,Erythroid,SEC,Erythroid_SEC
3446,137,204,0.0392042856246025,Jag1_Notch2,Erythroid,SEC,Erythroid_SEC
