,source_cell_idx,receptor_cell_idx,likelihood,ligand_recptor,source_cell_type,target_cell_type,cell_pairs
5186,234,251,0.0123173859836184,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5189,234,259,0.1197367512965202,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5202,234,288,0.0226216234717968,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5293,240,191,0.0139366461848172,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5301,240,204,0.087913119768266,Kitl_Kit,Erythroidpro,SEC,Erythroidpro_SEC
5312,240,221,0.0831646898037775,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5322,240,245,0.0969715296798649,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5324,240,253,0.017270135463908,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5328,240,266,0.0104340223111975,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5335,240,277,0.0315272881532967,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5340,240,290,0.0177099739907276,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5440,253,209,0.1067811294000189,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5463,253,259,0.1121250590222569,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5476,253,288,0.0797725809621823,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5593,256,237,0.0152254604269222,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5605,256,272,0.0356020335467906,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5609,256,277,0.0264073465232781,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5614,256,290,0.027069801738911,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5712,259,204,0.0204109591128902,Kitl_Kit,Erythroidpro,SEC,Erythroidpro_SEC
5723,259,221,0.0445892961515655,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5733,259,245,0.0116089198630519,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5735,259,253,0.0562628131913779,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5741,259,270,0.0401738256071854,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5746,259,277,0.12141443847977,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5751,259,290,0.0734059228333289,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
5858,260,218,0.0394154638981737,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5865,260,233,0.0281425096043169,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
5889,260,297,0.100438816211506,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
6008,266,251,0.1054099737221216,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
6011,266,259,0.0495187646089199,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
6018,266,274,0.0164597698347119,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
6026,266,297,0.0630034385048069,Kitl_Kit,Erythroid,Erythroidpro,Erythroid_Erythroidpro
6125,267,209,0.2059553228872771,Kitl_Kit,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
6127,267,212,0.0165030216908449,Kitl_Kit,Hepatocyte,Erythroid,Hepatocyte_Erythroid
6286,297,260,0.0143532071226103,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
6287,297,266,0.0943677719006968,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
6293,297,276,0.0193323851786701,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
6295,297,280,0.0795933365748697,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
6301,297,299,0.0504238963286247,Kitl_Kit,Erythroidpro,Erythroid,Erythroidpro_Erythroid
8,34,20,0.0132410456272029,Cd34_Selp,SEC,Erythroid,SEC_Erythroid
10,34,44,0.0164327313873268,Cd34_Selp,SEC,Erythroid,SEC_Erythroid
19,41,45,0.0120441234680626,Cd34_Selp,SEC,Erythroid,SEC_Erythroid
89,108,41,0.0184995757604305,Cd34_Selp,Erythroidpro,SEC,Erythroidpro_SEC
90,108,44,0.0184361827537336,Cd34_Selp,Erythroidpro,Erythroid,Erythroidpro_Erythroid
91,108,45,0.0376174432865969,Cd34_Selp,Erythroidpro,Erythroid,Erythroidpro_Erythroid
116,115,108,0.0502162703975892,Cd34_Selp,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
172,147,108,0.0400583318073759,Cd34_Selp,SEC,Erythroidpro,SEC_Erythroidpro
173,147,186,0.0187330916086512,Cd34_Selp,SEC,Erythroidpro,SEC_Erythroidpro
237,191,186,0.0711133943699677,Cd34_Selp,Erythroid,Erythroidpro,Erythroid_Erythroidpro
246,203,206,0.0100272515527439,Cd34_Selp,Erythroidpro,Erythroid,Erythroidpro_Erythroid
253,204,186,0.0300297822206394,Cd34_Selp,SEC,Erythroidpro,SEC_Erythroidpro
255,204,253,0.0161430814471521,Cd34_Selp,SEC,Erythroid,SEC_Erythroid
277,215,186,0.1620394956542991,Cd34_Selp,Erythroid,Erythroidpro,Erythroid_Erythroidpro
278,215,206,0.1051485986839015,Cd34_Selp,Erythroid,Erythroid,Erythroid_Erythroid
39,41,50,0.0771234600889292,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
40,41,52,0.0717748495158029,Cdh5_Cdh5,SEC,Erythroidpro,SEC_Erythroidpro
78,42,59,0.1289347668369893,Cdh5_Cdh5,Hepatocyte,SEC,Hepatocyte_SEC
116,49,66,0.2750855714094127,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
141,50,41,0.0771234611393751,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
176,52,41,0.071774850381733,Cdh5_Cdh5,Erythroidpro,SEC,Erythroidpro_SEC
221,56,66,0.0487718915429885,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
282,59,42,0.1289347332248632,Cdh5_Cdh5,SEC,Hepatocyte,SEC_Hepatocyte
388,66,49,0.2750856123439111,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
391,66,56,0.0487718989677711,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
518,103,181,0.0119719049986346,Cdh5_Cdh5,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
553,112,181,0.0154489938117175,Cdh5_Cdh5,SEC,Erythroidpro,SEC_Erythroidpro
578,115,129,0.0130078584532844,Cdh5_Cdh5,Hepatocyte,SEC,Hepatocyte_SEC
616,127,156,0.0121270346605813,Cdh5_Cdh5,Erythroidpro,SEC,Erythroidpro_SEC
646,129,115,0.0130078587926298,Cdh5_Cdh5,SEC,Hepatocyte,SEC_Hepatocyte
687,139,158,0.0536272221907304,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
693,139,181,0.1574013751662407,Cdh5_Cdh5,SEC,Erythroidpro,SEC_Erythroidpro
694,139,185,0.0220203338913246,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
698,139,215,0.044498965943373,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
722,147,158,0.0360518018601234,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
728,147,181,0.0889301845457381,Cdh5_Cdh5,SEC,Erythroidpro,SEC_Erythroidpro
733,147,215,0.0188652468935934,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
752,156,127,0.0121270336765065,Cdh5_Cdh5,SEC,Erythroidpro,SEC_Erythroidpro
760,156,166,0.0937571107257678,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
789,158,139,0.0536272219506843,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
790,158,147,0.0360518019110776,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
793,158,161,0.0178996857800329,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
798,158,181,0.0117733273426767,Cdh5_Cdh5,Erythroid,Erythroidpro,Erythroid_Erythroidpro
827,161,158,0.0178996857868317,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
832,161,175,0.0865028443102014,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
833,161,181,0.0562643687043909,Cdh5_Cdh5,SEC,Erythroidpro,SEC_Erythroidpro
838,161,215,0.0378015535342228,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
868,163,181,0.0349165975999236,Cdh5_Cdh5,Erythroid,Erythroidpro,Erythroid_Erythroidpro
896,166,156,0.0937571136844511,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
938,172,181,0.1201909815067243,Cdh5_Cdh5,Erythroid,Erythroidpro,Erythroid_Erythroidpro
968,175,161,0.0865028441924573,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
994,181,103,0.011971904755254,Cdh5_Cdh5,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
995,181,112,0.0154489938664095,Cdh5_Cdh5,Erythroidpro,SEC,Erythroidpro_SEC
999,181,139,0.1574013742160185,Cdh5_Cdh5,Erythroidpro,SEC,Erythroidpro_SEC
1000,181,147,0.0889301845326317,Cdh5_Cdh5,Erythroidpro,SEC,Erythroidpro_SEC
1002,181,158,0.0117733273243016,Cdh5_Cdh5,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1003,181,161,0.056264368595206,Cdh5_Cdh5,Erythroidpro,SEC,Erythroidpro_SEC
1004,181,163,0.0349165977238431,Cdh5_Cdh5,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1006,181,172,0.1201909819332701,Cdh5_Cdh5,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1009,181,185,0.2716166790704421,Cdh5_Cdh5,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1012,181,205,0.0843639220111348,Cdh5_Cdh5,Erythroidpro,SEC,Erythroidpro_SEC
1013,181,215,0.0734850635653352,Cdh5_Cdh5,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1014,181,234,0.0233715872920835,Cdh5_Cdh5,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1034,185,139,0.0220203336953347,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
1043,185,181,0.2716166782926766,Cdh5_Cdh5,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1118,204,215,0.1377249386826429,Cdh5_Cdh5,SEC,Erythroid,SEC_Erythroid
1148,205,181,0.0843639217174278,Cdh5_Cdh5,SEC,Erythroidpro,SEC_Erythroidpro
1174,215,139,0.0444989668337942,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
1175,215,147,0.0188652473821937,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
1178,215,161,0.0378015544454784,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
1183,215,181,0.073485065479391,Cdh5_Cdh5,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1186,215,204,0.1377249389864609,Cdh5_Cdh5,Erythroid,SEC,Erythroid_SEC
1218,234,181,0.0233715872091399,Cdh5_Cdh5,Erythroid,Erythroidpro,Erythroid_Erythroidpro
7,31,30,0.0123455511488167,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
11,31,40,0.0202176032214063,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
13,31,43,0.1302337651268787,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
29,31,72,0.0410782979640848,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
52,31,107,0.0116147494252717,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
134,34,19,0.2123211729507204,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
145,34,44,0.1763638518282833,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
152,34,58,0.0189425945023001,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
270,43,31,0.2527403218614585,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
278,43,49,0.0242735492957353,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
291,43,72,0.060067041280506,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
326,43,127,0.0149148362183675,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
405,59,42,0.251039699678255,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
551,60,69,0.0954238948096576,Efnb2_Ephb4,Erythroid,Hepatocyte,Erythroid_Hepatocyte
563,60,84,0.0927901693847539,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
568,60,93,0.0437237847720714,Efnb2_Ephb4,Erythroid,Hepatocyte,Erythroid_Hepatocyte
569,60,94,0.0155460627636473,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
588,60,127,0.0432346486709614,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
667,64,42,0.1319650512072487,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
680,64,65,0.0111696151406186,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
686,64,76,0.0578794571467395,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
792,96,26,0.030202928879975,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
798,96,42,0.1792141364041807,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
800,96,44,0.1699255729198635,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
801,96,48,0.0560086352287135,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
805,96,55,0.0967924658881008,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
810,96,62,0.0157047490074977,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
811,96,65,0.1806226681661856,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
814,96,70,0.0782506052762087,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
817,96,76,0.2082537549979219,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
822,96,81,0.1236936355990953,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
837,96,106,0.2020072525942258,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
844,96,116,0.0417845175125407,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
845,96,117,0.2264812473508344,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
846,96,119,0.0142203721638079,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
847,96,122,0.0291610626111996,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
858,96,140,0.0113208280816309,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
859,96,141,0.013363963772211,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
860,96,142,0.0999035816925142,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
872,96,179,0.03015437550643,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
929,103,42,0.0528453439249401,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
939,103,59,0.175790615571575,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
942,103,65,0.0116443682356035,Efnb2_Ephb4,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
948,103,76,0.0501441353391419,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
964,103,96,0.2296489643609563,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
973,103,112,0.0227303564864359,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
991,103,142,0.0122456964946427,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1060,106,42,0.0616995764419589,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1070,106,59,0.2051195818536621,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
1079,106,76,0.0346743932452695,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1095,106,96,0.181318728018115,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
1219,127,85,0.0111384700014895,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1223,127,93,0.0483069793845718,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1228,127,100,0.0734184668736161,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1229,127,105,0.0832737769106978,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1231,127,107,0.0113121711985184,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1236,127,115,0.0514966999730822,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1245,127,133,0.0444655588179696,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1258,127,156,0.0696616232316722,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
1350,136,85,0.0474848773707361,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1352,136,88,0.0247014690659336,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1354,136,93,0.0773538895132695,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1359,136,100,0.0833511461656288,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1360,136,105,0.0718323095898839,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1362,136,107,0.1118548951522774,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1367,136,115,0.0633840585397188,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1375,136,129,0.0401617974714466,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
1376,136,133,0.1338497199656407,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1377,136,135,0.0128484797269846,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1380,136,138,0.0144431807596843,Efnb2_Ephb4,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1388,136,155,0.0122629731065385,Efnb2_Ephb4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1389,136,156,0.1913373909770236,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
1394,136,174,0.0211686300830436,Efnb2_Ephb4,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
1402,136,188,0.0126685364289741,Efnb2_Ephb4,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
1416,136,216,0.041420383746889,Efnb2_Ephb4,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
1462,139,58,0.0236384887079028,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1466,139,65,0.0118005427518945,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1468,139,69,0.0261798373316582,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
1472,139,76,0.0484464890187392,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1477,139,81,0.0234166354620298,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1480,139,84,0.0621345027882963,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1494,139,108,0.0117724532949714,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1510,139,137,0.0457347894781327,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1511,139,138,0.0193567011540222,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
1521,139,158,0.0690460770865393,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1529,139,181,0.0117723789790098,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1534,139,190,0.0167759695628361,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1545,139,214,0.0111202459094576,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1546,139,215,0.1006036700763015,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1603,147,76,0.0273129556864692,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1611,147,84,0.0434612163660463,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1642,147,138,0.0287061859185583,Efnb2_Ephb4,SEC,Hepatocyte,SEC_Hepatocyte
1652,147,158,0.1106353499567617,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1660,147,181,0.0124972895659747,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1665,147,190,0.0388957522310952,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1676,147,214,0.0214297828931515,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1677,147,215,0.138410757035623,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1682,147,230,0.0134353714119692,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1683,147,234,0.0482551291978257,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1767,156,127,0.1770007808842822,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1769,156,133,0.0545086200905052,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1771,156,136,0.1775765269783684,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
1786,156,166,0.018465964685236,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1914,161,158,0.0342811649629245,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
1939,161,215,0.1093439937768213,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2029,166,127,0.0751971213545202,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2033,166,136,0.0528571213729231,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2044,166,156,0.1875660186003686,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2050,166,178,0.0575571988441082,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2071,166,216,0.0152054442251455,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2160,174,127,0.0961169035802058,Efnb2_Ephb4,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
2164,174,136,0.10979538875605,Efnb2_Ephb4,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
2175,174,156,0.1628881587986342,Efnb2_Ephb4,Erythroidpro,SEC,Erythroidpro_SEC
2298,185,139,0.0405049233477828,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2303,185,147,0.1517181374002925,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2315,185,181,0.2694324058017515,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2337,185,230,0.0373225528449354,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2347,185,259,0.0115612165044766,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2429,195,139,0.0196701038035924,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2434,195,147,0.1266574484530018,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2446,195,181,0.1192314612435168,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2456,195,204,0.0363224703369291,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2457,195,205,0.040416945672733,Efnb2_Ephb4,Erythroid,SEC,Erythroid_SEC
2468,195,230,0.1113720402092086,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2477,195,256,0.0156808451234616,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2478,195,259,0.0454779490496874,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2582,204,190,0.0100224285998136,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2593,204,214,0.0365906444313686,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2594,204,215,0.2199922267604628,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2599,204,230,0.0506917416148079,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
2600,204,234,0.0453413381652167,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2708,205,181,0.0119022800662702,Efnb2_Ephb4,SEC,Erythroidpro,SEC_Erythroidpro
2713,205,190,0.019461914416406,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2714,205,195,0.0567792426554061,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2724,205,214,0.0881767903875396,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2725,205,215,0.0260592375416847,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2731,205,234,0.0716789731313648,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2738,205,253,0.0229599284728596,Efnb2_Ephb4,SEC,Erythroid,SEC_Erythroid
2870,290,256,0.028277512004983,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2871,290,259,0.0184364592684416,Efnb2_Ephb4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2875,290,271,0.0317230032274626,Efnb2_Ephb4,Erythroid,Hepatocyte,Erythroid_Hepatocyte
2877,290,286,0.0595617534474655,Efnb2_Ephb4,Erythroid,Hepatocyte,Erythroid_Hepatocyte
0,52,33,0.081292334027518,Dll1_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
11,52,115,0.1747447453782326,Dll1_Notch1,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
57,75,115,0.2053053145563172,Dll1_Notch1,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
70,75,156,0.1289102325731284,Dll1_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
93,76,34,0.094175858579106,Dll1_Notch1,Erythroid,SEC,Erythroid_SEC
114,76,147,0.1508046751797076,Dll1_Notch1,Erythroid,SEC,Erythroid_SEC
141,83,49,0.1801416654545129,Dll1_Notch1,Hepatocyte,SEC,Hepatocyte_SEC
143,83,72,0.0234760463661408,Dll1_Notch1,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
156,83,136,0.029879782399391,Dll1_Notch1,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
193,89,106,0.1004888086607306,Dll1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
197,89,122,0.0743153311695736,Dll1_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
238,115,105,0.0525164801731945,Dll1_Notch1,Hepatocyte,Erythroid,Hepatocyte_Erythroid
245,115,127,0.0436420594161877,Dll1_Notch1,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
246,115,129,0.090359191439393,Dll1_Notch1,Hepatocyte,SEC,Hepatocyte_SEC
248,115,136,0.1302699807388248,Dll1_Notch1,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
252,115,147,0.0275954345465875,Dll1_Notch1,Hepatocyte,SEC,Hepatocyte_SEC
