cell_id	fov	annotation	x_positions	y_positions
32	0	Erythroid	5.430264827586207	78.97009655172414
33	0	Erythroid	4.793708601521357	53.40019660620246
34	0	Erythroidpro	6.537602501737318	70.60848992355803
36	0	Erythroidpro	5.251068643938236	28.633126433267083
37	0	Erythroid	5.955340163222782	43.295322799097065
38	0	Erythroid	5.657722334004024	14.107397616468038
39	0	Erythroidpro	6.943223487887052	146.95149173752608
40	0	Erythroid	6.261288476023098	90.00410343961838
41	0	Erythroid	7.994465546218486	99.5205025210084
42	0	Erythroid	7.155724481327801	108.83567800829874
46	0	Erythroid	9.354217702796394	3.8081793390339724
47	0	Erythroid	9.280342757720748	135.44625750326227
48	0	Erythroid	9.555249329758714	115.16503270777481
49	0	Hepatocyte	9.82232537229559	122.64460578814274
51	0	Erythroid	12.681203549957056	45.63926023475522
53	0	Erythroid	11.195289083927591	53.911431705979155
54	0	Erythroidpro	13.057045550847459	144.71227754237287
56	0	Erythroid	13.750248494453249	38.3752412044374
57	0	MK	12.69827488151659	13.141318397242568
58	0	Erythroid	14.009782153846153	108.46804430769231
59	0	Erythroid	12.59986947427137	76.32306233440245
60	0	Erythroidpro	15.039815580286168	64.65103497615262
61	0	Erythroid	14.418526558891454	86.46062355658198
62	0	Erythroid	13.787524499360886	152.9241346399659
63	0	MK	13.11205909090909	22.611732954545452
65	0	Erythroidpro	15.096036651095938	95.23977865612648
66	0	Erythroid	16.322480446927372	101.32548603351955
67	0	Hepatocyte	16.720154049295775	138.84115404929577
69	0	SEC	17.546934828311144	54.449407147862644
70	0	Erythroidpro	16.923048979591837	130.59877959183672
71	0	Erythroid	16.30325202858181	122.39983868233014
72	0	Erythroid	18.666486486486487	49.86423529411764
73	0	Erythroid	18.28405411374931	112.19521258972944
76	0	Erythroid	19.26877788746298	81.21799012833168
77	0	MK	20.227592213114754	14.110229508196722
78	0	Erythroid	23.369496662901735	73.95621316356916
79	0	MK	21.608061095100865	22.527368299711814
80	0	Erythroidpro	21.654209248256265	39.56851046241281
81	0	Erythroid	21.364535530381048	104.12182492276004
82	0	Erythroid	21.08279360852197	149.1392636484687
83	0	Erythroid	22.960304064536146	143.47610673285757
84	0	Hepatocyte	22.292788340510103	60.504916197416364
86	0	Erythroidpro	23.22378023925565	44.24002038103678
87	0	Erythroidpro	23.570176165803108	95.51344041450777
88	0	Hepatocyte	21.106880264244428	4.069367464905037
90	0	Erythroidpro	21.44107818815331	29.641943414634145
91	0	Hepatocyte	24.31487323943662	66.8473690140845
92	0	Erythroid	24.256536585365854	111.66445676274945
93	0	Erythroid	22.956281690140845	132.7638309859155
94	0	Erythroidpro	23.444646587876477	35.32509950438429
95	0	Erythroid	26.19122150055991	125.43962956326988
96	0	Erythroid	23.496492668621702	138.25301700879763
98	0	Erythroidpro	25.53637187789084	86.86347086031452
100	0	Erythroid	27.893442235357334	104.68494357872112
101	0	Erythroid	25.28130954428203	10.326606190885641
103	0	Erythroid	26.720848249027235	54.56180544747082
107	0	Erythroid	28.4606222473179	116.92070242800676
108	0	Erythroidpro	31.19443598615917	144.86681630810892
109	0	Hepatocyte	32.21763066043116	25.41276833580472
110	0	Erythroid	31.60611692307692	5.819704615384615
111	0	Erythroidpro	31.922008038925323	60.59151851068331
112	0	Erythroid	31.522732820376756	67.79677792517909
114	0	Erythroid	34.143303096653106	153.9815658429778
115	0	Erythroidpro	32.694135114503815	32.36098396946565
116	0	SEC	33.149216338161956	14.406766563761575
118	0	Erythroid	33.470035879036395	132.59850845720143
119	0	Erythroidpro	32.13789121887287	41.457574049803405
120	0	Erythroidpro	34.811339990178425	79.45101587821247
122	0	Erythroidpro	32.68783838826234	93.47870053651593
123	0	Erythroid	36.17052607594937	119.13346025316456
124	0	Erythroid	34.41417657992565	109.30227323420074
126	0	Hepatocyte	37.92173576309795	138.6541640091116
128	0	SEC	36.58084234142362	54.36408974097491
130	0	Erythroidpro	39.790691284618994	97.23202315756534
131	0	Erythroid	38.927068587400555	148.99817931627607
132	0	Erythroidpro	39.83217023346303	68.36830739299612
133	0	Erythroid	40.68606922533553	129.50596091358605
134	0	Erythroid	41.91961704545455	13.511521022727273
135	0	Erythroidpro	40.002874785591764	38.34969468267582
136	0	Hepatocyte	41.653936991150445	88.16871504424779
137	0	Erythroidpro	43.57023049391553	80.17197938439513
138	0	Erythroid	42.805723033609006	143.0072792539152
139	0	Hepatocyte	43.020204778156995	62.37903071672355
140	0	Erythroid	42.00001904761905	21.332114285714287
141	0	Erythroid	44.07216981860285	104.32541566962563
142	0	Erythroid	44.793894963409386	153.23079982780888
143	0	SEC	42.9373275713051	46.52303025064823
145	0	Erythroid	43.926294830887045	29.163807913209958
146	0	Erythroid	43.76237721691678	116.10604092769441
147	0	MK	46.38667689429373	124.41256501403181
148	0	Erythroid	45.491250254668934	36.00701663837012
149	0	Erythroid	41.12115319736237	6.130279404999233
150	0	Erythroidpro	45.78508423226991	111.20913931604314
151	0	Erythroidpro	47.479963499486715	134.11029040720885
153	0	Erythroid	47.8541818988465	73.3482910381544
154	0	Erythroid	48.009536741214056	155.48411501597445
156	0	Hepatocyte	47.91365067178503	95.76945046508195
157	0	SEC	47.32532973126688	56.77357144888383
158	0	Erythroidpro	51.701888159621944	41.365176686794435
159	0	Hepatocyte	49.0605243798118	88.37277844311377
160	0	Erythroid	49.74118742724097	106.39378812572758
161	0	Erythroidpro	49.89597006651885	67.10308203991131
162	0	SEC	51.08697592295345	50.18948956661316
164	0	Erythroid	49.94532299546142	143.84348033282905
